code;product_name;brands;nutriscore_grade;nova_group;additives_found;additives_names;additives_risk_levels;ingredients_text
8003440105603;Gum;;unknown;;E321;BHT (Butilhidroxitolueno);alto;VİVİDENT CON LA SUA FORMULA 100% XILITOLO,* RIDUCE LA PLACCA E AIUTA A PRENDERTI CURA DELLA TUA IGIENE ORALE FUORI CASA. XYLIT *CHEWING GUM SENZA ZUCCHERO DOLCIFICATO CON 100% XILITOLO (UNICO EDULCORANTE NON INTE CON ALTRI EDULCORANTI) RIDUCE LA PLACCA, UNO DEI FATTORI DI RISCHIO DELLA CARIE HET BA 
8003440991206;Chupa Chups - Big Babol -Sugar Free - 16 Big Pieces;Chupa Chups,Perfetti Van Melle;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;sweeteners (isomalt, sorbitol, maltitol, xylitol, maltitol syrup, aspartame, acesulfame k), gum base, flavourings, acid (citric acid), stabiliser (glycerol), maltodextrin, emulsifier (soya lecithin, sucrose esters of fatty acids), thickener (gum arabic), fruit juice powder 0,2% (orange, lemon), coco
8004147000918;Bresaola della Valtellina IGP;Rigamonti;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Carne bovina, sale, destrosio, aromi naturali, conservanti: E250, E252
8006473902416;Nuggets Speck & Emmental;Amadori;d;4;E250;Nitrito sódico;alto;Filetes de pollo 34.4%, pan rallado (harina de _trigo_, sal, levadura de cerveza, cúrcuma, especias (paprika, cúrcuma)), agua, harina de _trigo_ y de maíz, jamón ahumado 6.8% (carne de cerdo, sal, especias, dextrosa, fructosa, antioxidante E301, conservante E250, aceite de girasol, emmental alemán 4
8018896882312;Prosciutto Cotto Affettato;Simonini;d;4;E250;Nitrito sódico;alto;Schweinekeule (77 %), Wasser, Kartoffelstärke, Dextrose, Aromen, Salz, Gewürze, natürliche Aromen. Antioxidationsmittel: E301, Konservierungsmittel: E250
8019447017306;Color gel;Modecor;not-applicable;4;E122|E129|E102|E110;Azorrubina, Carmoisina|Rojo Allura AC|Tartrazina|Amarillo Ocaso FCF;alto|alto|alto|alto;Sciroppo di glucosio-acqua-saccarosio-coloranti: E122 (rosa), E133 (azzurro), E129 (rosso), E102 (giallo), E102, E133 (verde), E110 (arancio), E122, E133 (viola), E151, E122, E133, E110, E102 (nam) galificante: E406 acidificante: E330 - conservante: E202. E102, E110, E122, E129: può influire negativ
80723028;Mentos Gum White sweet mint;Mentos;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;Zoetstoffen xylitol (31%), sorbitol, mannitol, maltitolstroop, sucralose, acesulfaam-K), aroma's, maltodextrine, zetmeel, stabilisator (glycerol), vulstof (calciumcarbonaat), emulgatoren (sojalecithine, sucrose-esters van vetzuren), verdikkingsmiddel (cellulosegom), antioxidant (E321) glansmiddel (c
80759096;;Chupa Chups;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;Zucker,Kaumasse,Glukosesirup,Stabilisator(Glycerin),Aroma,Emulgatoren(Sojalecitin,Zuckerrester von Speisefettsäuren),Antioxidationsmittel (E321),Farbstoff(echtes Karmin)
80794301;TUTTI FRUTI;Mentos;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;EN Menthol fruit flavored chewing gum, with sweeteners Ingredients: sweeteners (xylitol (32%), E420, 1421, E965, E951, E955, 1950), gum base, stabilizer (422), aromas, maltodextrin, starch, acidulant (E296) emulsifiers (soya lecithin E473), thickeners (E415, 6466), coconut fat, glazing agent (E903),
80960294;Mentos pure fresh;Mentos;not-applicable;4;E321;BHT (Butilhidroxitolueno);alto;Edulcorantes (xilitol, sorbito manitol, maltitol, jarabe de maltitol, aspartamo acesulfamo K, sucralosa), goma estabilizador (glicerina), aromas, almidon maltodextrina, emulgentes (sucresteres ácidos grasos, lecitina de soja), grasa de coco. espesantes (goma de celulosa, goma xantana goma arabiga), 
8402001010088;Fresi Pink Mix;Hacendado;e;4;E102|E110|E122|E129;Tartrazina|Amarillo Ocaso FCF|Azorrubina, Carmoisina|Rojo Allura AC;alto|alto|alto|alto;Jarabe de glucosa, azúcar, gelatina, 4% zumo de fresa a partir de concentrado, agua, acidulante: ácido cítrico, ácido láctico, jarabe de azúcar invertido, gelificante: pectinas, aromas, corrector de acidez: citratos de sodio, agente de recubrimiento: cera carnauba, cera de abejas, concentrado vegeta
8402001015724;Pasta rellena de jamón y queso;Hacendado;c;4;E250;Nitrito sódico;alto;Pasta (52%) harina de trigo, huevos 21%, sémola de trigo duro, agua Relleno (48%) Jamón cocido 25% jamón de cerdo 85%, agua, sal, aromas, estabilizantes (E451 trifosfato de pentasodio E420 sorbitol, E407: carragenina), antioxidantes (E316: ertorbato de sodio, E331: citrato de sodio, conservador (E25
8402001016783;Rega Fruit Mix;Hacendado;e;4;E102|E129;Tartrazina|Rojo Allura AC;alto|alto;Azúcar, jarabe de glucosa y fructosa, harina de trigo (contiene gluten), 11% zumo de manzana a partir de concentrado, almidón de maíz, humectante: glicerina, jarabe de azúcar invertido, acidulante: ácido cítrico, ácido láctico, almidón de patata, grasa vegetal de coco, grasa de palma, aromas, correc
8402001021244;Boo! Mix;Hacendado;unknown;4;E102|E129;Tartrazina|Rojo Allura AC;alto|alto;Xarope de glicose, açúcar, gelatina, água, amido de milho, dextrose, acidificante: ácido cítrico, xarope de açúcar invertido, gelificante: pectinas, aromas, agente de revestimento: cera de carnaúba, cera de abelha, corretor de acidez: citratos de sódio, concentrado de vegetais: rabanete, groselha ne
8402001022760;Sabor Mojito;La Recompensa ICE;e;4;E102;Tartrazina;alto;Agua carbonatada, ron, azúcar, zumo de lima-limón, aromas naturales de limón y de limeta y aroma a hierbabuena, acidulante: ácido cítrico (E330), estabilizante: éster glicérido de colofonia (E445), conservante: benzoato sódico (E211) y colorantes: tartracina (E102) y azul patentado V (E131).
8402001026836;-;Hacendado;e;4;E102;Tartrazina;alto;Açúcar, base de goma, xarope de glucose, água, acidificante (E296), aroma, emulsionante (lecitina de SOJA), humidificantes (E420, E422), antiaglomerante (E553b), espessante (E414), corantes (E100, E102, E120, E133), agentes de revestimiento (E901, E903, E904). E102: Pode causar efeitos negativos na 
8410022113640;Pepito de chocolate;Donuts;e;4;E171;Dióxido de titanio;alto;harina de _trigo_, agua, azúcar, grasa vegetal (palma), grasa vegetal totalmente hidrogenada (palmiste), levadura, cacao desgrasado en polvo (1,4%), jarabe de glucosa y fructosa, _huevo_ líquido, emulgente E471, emulgente E322 (girasol), emulgente E492, emulgente E481, emulgente E472e, almidón, _lac
8410022114432;Donuts Cookies & Cream;Donuts;e;4;E171;Dióxido de titanio;alto;harina de _trigo_, azúcar, grasa vegetal (palma), agua, jarabe de glucosa y fructosa, grasa vegetal totalmente hidrogenada (palmiste), cacao desgrasado en polvo (4.9%), _huevo_ liquido, levadura, almidón de maíz, harina de _soja_, sal, nata (_leche_) en polvo, emulgente E322 (girasol), emulgente E47
8410022114876;Donut Red Velvet;Donuts;e;4;E171;Dióxido de titanio;alto;Harina de TRIGO, grasa vegetal (palma), agua, azúcar, grasas vegetales totalmente hidrogenadas (palmiste, palma), jarabe de glucosa y fructosa, QUESO (2,2%), suero de LECHE en polvo, HUEVO liquido, LECHE entera en polvo, levadura, almidón de maíz, patata y TRIGO, LACTOSA, harina de SOJA, maltodextri
8410060282100;JAMBON SERRANO;Espuña,Esteban Espuña;e;4;E250;Nitrito sódico;alto;ham of pork, salt, dextrose and preservatives :sodium nitrite, potassium nitrate, e250, e-252,
8410060584105;Paleta Curada;Cuscó;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;paleta de cerdo, sal, estabilizante (E326), conservadores (E250, E252).
8410063085418;Sushi;Omakase;a;4;E102|E110;Tartrazina|Amarillo Ocaso FCF;alto|alto;Ensalada wakame [Algas abeto marino 67,5% (Undaria pinnatifida) Condimentos (arabe de maiz de alto contenido en fructosa, agua aceite de sésamo, azúcar, vinagre de vino, sal, humectante E 420, colorantes E133 y E102), Seta negra (Auricularia polytricha), Agar-agar 3,7% (Gelidium amansii), Granos de 
8410087160542;Flaminguitos;Dulcesol;e;4;E171;Dióxido de titanio;alto;azúcar, harina de _trigo_, _leche_ desnatada en polvo reconstituida 15%, _huevo_, grasas vegetales (palmiste, palma) humectante E420, humectante E422, jarabe de glucosa y fructosa, aceite de girasol, emulgente E322 (_soja_), emulgente E471, aromas (_leche_), gasificante E500, gasificante E450, almid
8410095005002;Cerezas en almíbar denso;Helios;d;4;E127;Eritrosina;alto;Cerezas, azúcar, jarabe de glucosa y fructosa, acidulante (ácido cítrico), colorantes (E127, E120).
8410128168230;Cola cao 0% Shake;Idilia;unknown;4;E952;Ciclamato;alto;_Leche_ desnatada (97%), cacao desgrasado natural (1.3%), alfa-ciclodextrina, proteína de _leche_, estabilizantes (E 418, E 339), aromas, espesante (E 410), edulcorantes (E952, E950, E955), sal.
8410156072868;Pastas artesanas;Reglero;e;4;E127;Eritrosina;alto;farine de blé, graisse animale (sạindoux), sucre, chocolat 4% (sucre, pâte de cacao, beurre de caçao, lactose (lait), matières grașses laitières (lait) émulsifiant, (lécithines (soja), arộme naturel), chocolat blanc 4% (suçre, beurre de cacao, lait écrémé en poudre, matières grasses laitières (lait)
8410174640117;Magro de cerdo cocido;felixia;d;4;E250;Nitrito sódico;alto;Carne de cerdo (85%), agua, sal, gelatina, estabilizantes (E450v,i, E451i, E452i, E407), azúcar, antioxidante (E316), aromas (contiene lactosa), y conservador (E250).
8410221110150;ORIGINAL;LICOR 43;not-applicable;4;E102|E110;Tartrazina|Amarillo Ocaso FCF;alto|alto;sugar, water, alcohol, aromas, acidifying: citric acid, colorants e102, e110
8410261152417;Tinto de verano limón 0% alcohol;Don Simón,J. Garcia Carrion;d;4;E952;Ciclamato;alto;Agua carbonatada, mosto tinto a partir de concentrado 15%, azúcar de uva, acidulante (ácido cítrico), edulcorantes (E952, E954), colorante (E163), aromas.
8410261650142;Disfruta Tropical;Don Simón;e;4;E952;Ciclamato;alto;jus de fruits partiellement à base de concentré (orange, pomme, banane, mangue et maracuja) en proportion variable, eau, acidifiant : acide citrique, édulcorants : e952, e954
8410261775197;Néctar de piña;Rostoy;d;4;E952;Ciclamato;alto;Zumo de piña a partir de concentrado 50%, agua, acidulante (ácido citrico), estabilizador (pectina), edulcorantes (E952 y E954) y antioxidante (ácido ascórbico).
8410317171027;Mini Hojaldres;1880;e;4;E320;BHA (Butilhidroxianisol);alto;Harina de _trigo_, grasa animal (antioxidantes (E304, E306, E310)), azúcar, vino, aroma, sal, antioxidante (E320).
8410320001762;Finissimas, pechuga de pollo;Campofrio;c;4;E250;Nitrito sódico;alto;Pechuga de pollo (66%), agua, aromas, dextrosa, estabilizantes (E420, E451, E407, E508, E412), sal, azúcar, antioxidante (E316), especias y conservador (E250).
8410320001809;pechuga;Campofrío;b;4;E250;Nitrito sódico;alto;Pechuga de pavo (70%), agua, aromas, estabilizantes (E420, E450, E451, E407a, E508, E412), dextrosa, sal, azúcar, antioxidante (E316) y conservadores (E262, E250).
8410320001816;Jamón Cocido Extra Finissimas;Campofrío Finissimas+;c;4;E250;Nitrito sódico;alto;Jamón de cerdo (81%), agua, antioxidantes (E325 y E316), dextrosa, sal, estabilizantes (E451, E407, E508, E412), conservador (E250) y aroma,
8410320001847;Mortadela clásica;Campofrío;e;4;E250;Nitrito sódico;alto;MORTADELA DE CERDO. : Carne de cerdo (37%), agua, carne separada mecánicamente de pavo, grasa de cerdo, corteza de cerdo, almidón, aromas, sal, estabilizante (E450), colorante (E120), ajo, antioxidante (E316) y conservador (E250).
8410320005449;Mini Fuet;Campofrío;e;4;E250;Nitrito sódico;alto;pork meat, salt, lactose (milk), dextrose, herbs, spices, antioxidant (e300), preservative (e250), starter culture, coating: sodium alginate and cellulose or edible collagen casing and cellulose, may contain traces of nuts and milk proteins,
8410320005807;;Aoste;e;4;E250;Nitrito sódico;alto;Lista de ingredientes: Grasa de pato (40%), hígado de pato (26%), hígado de pavo (16%), agua, vino, sal, azúcar, especias, aroma, jarabe de glucosa, espesantes (E407 y E415), regulador de acidez (E262), antioxidantes (E300, E301, E327 y E331) у conservador (E250). Recubrimiento: grasa de pato, agua,
8410320031332;Finissimas, jamón cocido extra;Campofrío;d;4;E250;Nitrito sódico;alto;Jamón de cerdo (82%), agua, aromas, dextrosa, sal, estabilizantes (e451, e407, e262, e508, e412), antioxidante (e316), y conservador (e250).
8410320033503;pizza campofrio ja y qu;Campofrío;d;4;E250;Nitrito sódico;alto;Harina de _trigo_, harina de _centeno_, agua, carne de cerdo, tomate concentrado, _queso_ mozzarella, grasa vegetal de palma, aceite de girasol, sal, dextrosa, levadura, azúcar, almidón modificado, orégano, especias, proteína de la _leche_, estabilizantes (E451, E420), antioxidantes (E316, E325, E33
8410320077941;;Campofrío Finissimas;b;4;E250;Nitrito sódico;alto;Pechuga de pavo (65%), agua, aromas, dextrosa, estabilizantes (E420, E451, E408, E508, E262, E412), sal, azúcar, antioxidante (E316), conservador (E250) y aroma de humo.
8410320106313;Snackin pavo;Campofrio;e;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Carne de cerdo, carne de pavo, sal, lactosa, dextrosa, plantas aromáticas, especias, conservantes (E252, E250), colorante (E120), fermentos
8410320111751;Fiambre de pechuga de pavo;Campofrio;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (60%), agua, aromas, almidón, dextrosa, estabilizantes (E420, E450, E407a, E508, E412), sal, azúcar, antioxidante (E316) y conservadores (E262, E250),
8410320115933;Finissimas, pechuga de pavo braseada;Campofrío;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (65%), agua, aromas, dextrosa, estabilizantes ( E420, E451, E408, E508, E262, E412), sal, azúcar, antioxidante (E316), conservador (E250) , aroma de humo
8410320127356;Frankfurt original;Campofrío;d;4;E250;Nitrito sódico;alto;Carne de pollo 70%, agua, grasa de cerdo 2%, dextrosa, sal, E466, E451, especias, aromas, E316, aroma de humo, E250, Recubrimiento: colágeno
8410320138697;Caña de Lomo Clásico Lonchas;NAVIDUL,Campofrio;e;3;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;lomo de cerdo, sal, azúcar, pimentón, antioxidante E301, ajo, conservador E252, conservador E250, tratamiento de superficie (conservador E202),
8410320208420;Filete de lomo adobado extra;dia;c;3;E250|E249;Nitrito sódico|Nitrito potásico;alto|alto;90% lomo de cerdo, agua, sal, azúcar, pimentón, antioxidante E301, especias, conservador E250, conservador E249.
8410320240406;Finissimas, pechuga de pollo;campofrio;d;4;E250;Nitrito sódico;alto;Pechuga de pollo (65%), agua, aromas, dextrosa, estabilizantes (E420, E450, E407, E508, E262 y E412), sal, azúcar, antioxidante (E316), ajo y conservador (E250)
8410320249478;Pavofrio pechuga de pavo horno de leña;Campofrío;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (66%), agua, aromas estabilizantes (E420. E450, E407 E508, E412). dextrosa, sal, azúcar, antioxidante (E316) COnservador E250), especias.
8410320258234;Cuida-t+ pechuga de pavo lonchas finas;Campofrio;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (69%), agua, aromas, establizantes (E420, E451, 6407, E506, 2 E412), dextrosa, sal, antioxidante (E316), especias y conservador (E250)
8410320267526;Cuida-t+ pechuga de pavo cocida;Campofrio;b;4;E250;Nitrito sódico;alto;Pechuga de pavo (69%), agua, aromas, estabilizantes (E420, E451, E407a, E508, E412), dextrosa, sal, antioxidante (E316) y conservadores (E262, E250).
8410320267557;;Campofrío;a;4;E250;Nitrito sódico;alto;Jamon de cerdo (79%), agua, aroma, estabilizantes (E450i, E508, E407, dextrosa, sal, azucar, antioxidante (E316) y conservador (E250)
8410320267601;Pechuga de pavo;Campofrío;d;4;E250;Nitrito sódico;alto;Pechuga de pavo (65%), agua, aromas, dextrosa, estabilizantes (E420, E451, E408, E508, E412), sal, azúcar, antioxidante (E316) y conservadores (E262 y E250).
8410320305266;Mortadela de Pavo;campofrio;d;4;E250;Nitrito sódico;alto;Carne de pavo (43%), carne separada mecánicamente de pavo, agua, almidón, aromas, grasa de pollo, aceite de girasol, sal, dextrosa, carne de pollo, estabilizantes (E407a, E450, E508), colorante (E120), especias, antioxidante (E316) y conservadores (E262, E250).
8410320371889;Jamón cocido;Campofrio;d;4;E250;Nitrito sódico;alto;Jamón de cerdo (75%), agua, aromas, sal, dextrosa, estabilizantes (E450, E451, E407a, E412), azúcar, antioxidante (E316) y conservadores (E262, E250). *Sin alérgenos de obligada declaración según Anexo II del Reglamento (CE) 1169/2011.
8410320371896;Fiambre de pechuga de pavo;Campofrio;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (60%), agua, aromas, almidón, dextrosa, estabilizantes (E420, E450, E407a, E425, E508, E412), sal, azúcar, antioxidante (E316) y conservadores (E262, E250).
8410320398176;;Campofrío;c;4;E250;Nitrito sódico;alto;Sugerencia de presentación FIAMBRE DE PECHUGA DE PAVO. INGREDIENTES: Pechuga de pavo (60%), agua, aromas, almidón, dextrosa, estabilizantes (E420, E450, E407a, E425, E508, E412), sal, azúcar, antioxidante (E316) y conservadores (E262, E250). *Sin alérgenos de obligada declaración según Anexo II del 
8410320398206;Pechuga de pavo braseada;Campo frío;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (60%), agua, aromas, almidón, dextrosa, estabilizantes (E420, E450, E407a, E425, E508, E412), sal, azúcar, antioxidante (E316), aroma de humo y conservadores (E262, E250).
8410320398244;;Campofrío;d;4;E250;Nitrito sódico;alto;Jamón de cerdo (75%), agua, aromas, sal, dextrosa, estabilizantes (E450, E451, E407a, E412), azúcar, antioxidante (E316) y conservadores (E262, E250).
8410320399449;Salchiloncha estilo frankfurt;Campofrío;d;4;E250;Nitrito sódico;alto;Carne separada mecánicamente de pollo, agua, grasa de cerdo, almidón, aromas, dextrosa, sal, estabilizantes (E466, E450, E452), aroma de humo, especias, antioxidante (E316), conservadores (E250, E262). Sin alérgenos de obligada declaración según Anexo II del Reglamento (CE) 1169/2011.
8410320401449;Jamon cocido nature;Campofrio;d;4;E250;Nitrito sódico;alto;Jamón de cerdo (90%), agua, aromas, sal, estabilizantes (E451, E407a), concentrado de rábano, grosella negra y manzana, antioxidante (E316), conservadores (E250, E262). animalwelfair.com
8410330112021;Almendras rellenas;Doña Jimena;e;4;E320|E171;BHA (Butilhidroxianisol)|Dióxido de titanio;alto|alto;Sucre, graisse animale (avec antioxydants E320 BHA et E330 acide citrique), farine de _blé_, pâte d'_amande_ (13 %), pain azyme (farine de _blé_, amidon de maïs, fibres végétales, émulsifiant (E322 lécithine de _soja_), colorant (E171 dioxyde de titane), gazéifiant (E500ii bicarbonate de sodium), co
8410387013692;;Montes Lara;unknown;4;E171|E321;Dióxido de titanio|BHT (Butilhidroxitolueno);alto|alto;Harina de Trigo, manteca de cerdo, agua, azucar, jarabe de glucosa, almidón modificado, sal, levadura, gluten de trigo, harina de malta, emulgentes (E471, E472e, lecitina de soja, E435), conservadores (E282, E260, E262ii, E200, E202), grasa de palma, estabilizantes (E460, E466), colorantes (E171, E1
8410420999990;Flan Vainilla;Toledo;unknown;4;E102|E129;Tartrazina|Rojo Allura AC;alto|alto;Azúcar, Espesante: Harina de garrofín, Gelificante: Agar-Agar, Vainillina y colorantes E102 (puede tener efectos negativos sobre la actividad y la atención de los niños) y E129, Dextrosa y Cloruro Sódico.
8410448000937;El artesano;Schara;d;4;E250;Nitrito sódico;alto;Carne de cerdo 87% (origen España), agua, sal, especias, estabilizante: E450 y E452, dextrosa, antioxidante: E300 y conservador: E250. Tripa natural de cordero, comestible. Sin Gluten. Sin Lactosa. Sin Glutamato.
8410486078035;Jumbo classic;Oscar Mayer,Campofrio;d;4;E250;Nitrito sódico;alto;Carne separada mecánicamente de pollo, grasa de cerdo, agua, sal, dextrosa, estabilizantes (E466, E508, E450), aromas, especias, aroma de humo, antioxidante (E316), conservador (E250).
8410486081011;;Oscar Mayer,Campofrio;e;4;E250;Nitrito sódico;alto;pork belly 96%, salt, sugar, e451, e316, e250
8410495000096;Turrón Mazapán Frutas;Torrons Vicens, Vicens;e;4;E127;Eritrosina;alto;Mazapán 75% (_almendra_ 55%, azúcar, jarabe de glucosa-fructosa, conservador: sorbato potásico y esencia de limón), fruta confitada 25% (calabazate, cereza, naranja, sacarosa, fructosa, dextrosa, maltosa, conservadores: sorbato potásico y E223 (_sulfitos_), acidulante: E330 y colorantes: E100, E133,
8410524008048;Coctel de frutas en almíbar ligero;Sol de Archena;a;4;E127;Eritrosina;alto;Fruta (melocotón, pera, uva, piña, cereza (colorante (E127))), agua, azúcar, jarabe de glucosa-fructosa, acidulante (ácido cítrico), antioxidante (ácido ascórbico).
8410524008314;Coctel de frutas en almíbar ligero;Sol de Archena;a;4;E127;Eritrosina;alto;Fruta (melocotón, pera, uva, piña, cereza (colorante (E127))), agua, azúcar, jarabe ed glucosa-fructosa, acidulante (ácido cítrico), antioxidante (ácido ascórbico).
8410525205194;Bonbon à la Fraise;Fini;e;4;E124|E129;Ponceau 4R|Rojo Allura AC;alto|alto;SUCRE, SIROP DE GLUCOSE ET DE FRUCTOSE, EAU, GELATINE, PROTÉINES DE LAIT, ACIDIFIANT: E330, AROMES, COLORANTS: E124, E129, E124, E129 PEUT AVOIR DES EFFETS INDESIRABLES SUR L'ACTIVITE ET LA TENTION CHEZ LES ENFANTS,
8410525222788;Cinema Mix;Fini;e;4;E171;Dióxido de titanio;alto;COLORANTES E100, E120, E133, E160c, E171.
8410525226724;Fizz strips;Fini;e;4;E171;Dióxido de titanio;alto;jarabe de glucosa y fructosa, azúcar, almidón, zumo de fruta 14,5% a base de concentrado (mezcla de frutas), acidulante (E296), grasa vegetal (palma), acidulantes (E3330, E270), sal, correctores de acidez (E325, E331), emulgente (E471), aromas, humectante (E422), colorantes: azul (E133), rojo (E120,
8410525237546;Líneas fresa;Fini;e;4;E129;Rojo Allura AC;alto;LINEAS FRESA FINI Gel dulce Ingredientes: Azúcar, jarabe de glucosa y fructosa, harina de trigo (gluten), almidón, grasa vegetal (Palma), gelatina, acidulantes E270, E296, aromas, corrector de acidez E325, sal, emulgente E471, Humectante E422, colorante E129. Producido en una fábrica que también man
8410525244384;Fresones rellenos con nata;Fini;e;4;E122;Azorrubina, Carmoisina;alto;Jarabe de glucosa, azúcar, agua, gelatina, almidón acetilado, humectante: E420, acidulante: E330, gelificante: pectina, acidulante: E270, corrector de acidez: E325, aromas, agentes de recubrimiento: E901, E903, colorantes: E122 , concentrados: zanahoria, grosella negra. Producido en una fábrica que 
8410525245268;Cintas con pica;Hacendado;e;4;E171;Dióxido de titanio;alto;Jarabe de glucosa y fructosa, azúcar, harina de _trigo_ (_gluten_), almidón, acidulante (E296), grasa vegetal (palma), acidulantes (E330, E270), correctores de acidez (E325, E331), sal, emulgente (E471), aromas, humectante (E422), colorantes (E100, E120, E133, E160c, E171).
8410525255205;Taco torcida pica cereza;Fini;e;4;E129;Rojo Allura AC;alto;jarabe de glucosa y fructosa, azúcar, harina de trigo (_gluten_), almidón, gelificante (pectina), grasa vegetal (palma), acidulantes (E330, E296, E270), aromas, correctores de acidez (E325, E331, E350), emulgente (E471), sal, humectante (E422), colorante: E129, E133, E129.
8410564029188;F.ravich Crisp.colors;Frit Ravich;d;4;E102|E129;Tartrazina|Rojo Allura AC;alto|alto;Maïs spécial pour pop-corn, sucre (30%), graisse végétale de palme, huile de tournesol, colorants (E102, E129, E131)
8410577110033;Lima sin alcohol;Dama de Baza;e;4;E952|E102;Ciclamato|Tartrazina;alto|alto;Agua, zumos de frutas a partir de concentrados 28% (manzana 16%, lima 12%), azúcares, aroma lima, acidulante (ácido cítrico), edulcorantes (E952, E954, E951), conservantes (E202, E211, E220), colorante (E102).
8410577119012;Granadina sin alcohol;Dama de Baza;e;4;E122;Azorrubina, Carmoisina;alto;Agua, azúcares, zumo de frutas a partir de concentrado 16%, aroma de granadina, aroma de frambuesa, acidulante (ácido cítrico), estabilizante (E415), conservantes (E202, E211, E220), colorante (E122).
8410740911948;Chocolatina rellena de leche;Lacasa;e;4;E171;Dióxido de titanio;alto;Chocolate con LECHE (50%)[ azúcar, manteca de cacao, LECHE entera en polvo, pasta de cacao, LACTOSA, MANTEQUILLA, emulgente: lecitina de SOJA y aromas. Cacao 32% mínimo], azúcar, grasas vegetales (manteca de karité, coco y girasol), grageas de chocolate con leche recubiertas de azúcar coloreado(mini
8410764013932;Jambon Serrano;Argal;e;3;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Jambon de porc (159 g de viande de porc mise en œuvre pour 100 g de produit fini), sel, sucre, conservateurs (E250, E252), antioxydant (E301)
8410783120598;Chorizo espagnol fort;Noel;e;4;E250|E252;Nitrito sódico|Nitrato potásico;alto|alto;Viande et graisse de porc, sel, piment fumé, piment de Cayenne,  dextrose, ail en poudre, antioxydant (E301), conservateur (E250, E252), noix de muscade, origan. Boyau naturel comestible.
8410783139446;;Jumbo;unknown;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Varkensvlees en vet, zout, MELKpoeder, LACTOSE, maltodextrine, aroma, dextrose, conserveermiddelen (E262, E252, E250), antioxidanten (E301, E331), specerijen, kleurstof (E120)
8410783404049;Lacón cortado a mano;Noel;d;4;E250;Nitrito sódico;alto;jamón de cerdo 84%, agua, antioxidantes (E316, E325), sal, estabilizantes (E451i, E543, E407), azúcar, jarabe de glucosa, aroma, aroma de humo, conservador (E250).
8410843008866;Frankfurt;Elpozo;e;4;E250;Nitrito sódico;alto;carne de cerdo 45%, carne de pavo y pollo 34%, agua, fecula de patata, sal, proteina de soja, aromas, E451, E407, E316, E250,
8410843012634;Salchichas Big Queso;ElPozo;e;4;E250;Nitrito sódico;alto;Came de cerdo (35ne de pavo PROTEINS (19%), caneanecanicamente de pavo (15%) agua, queso (8%) (contene leche), corteza de cerdo, fea de patata, sal, pretea dtra vegetal, aromas, arona te fumo, estabilizantes: E451 yE-407, antioxidante: E-316 sMvador E250, Fosto Contiene trazas de a vez abierto consu
8410843035763;El Pozo Salchichas Big classic;Elpozo;d;4;E250;Nitrito sódico;alto;Carne de cerdo, carne separada mecanicamente de pavo, agua, corteza de cerdo, fécula de patata, sal, aromas, aroma de humo, estabilizantes E-451 y E-407, antioxidante E316, conservador E250.
8410843064695;La Croquetería Jamón Ibérico;Elpozo;d;4;E252|E250;Nitrato potásico|Nitrito sódico;alto|alto;Núcleo (80%) (Base bechamel (86%) (_LECHE_ entera en polvo, aceite de girasol, almidones, harinas (arroz y garbanzo), fibra de guisante, aromas, azúcar, sal, especias, conservador (E-202) y antioxidantes (E-331 iii y E-301)), jamón curado (10%) (Jamón, sal, conservadores (E252, E250), antioxidante (
8410843127734;Paleta de cebo Ibérica;El Pozo, Elpozo;e;3;E252;Nitrato potásico;alto;paleta de cerdo, sal, conservador E252.
8410843129905;Jamón cocido extra;ElPozo;c;4;E250;Nitrito sódico;alto;Jamón de cerdo 86%), agua sal, aroma stabiles E451, E-407, E-420, alicantes (E316 E331), consonador E250. Contiene trazas de proteina de leche y soja.
8410843137771;Pechuga de pavo bajo en grasa;Dia;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (60%), agua, proteina de _soja_, sal, fibra vegetal, aromas, estabilizantes (E451, E407, E420), antioxidantes (E316, E331), conservador (E250).
8410843137825;Pechuga de pavo 90% carne;Dia,ElPozo;c;4;E250;Nitrito sódico;alto;Pechuga de pavo (90%), agua, sal, proteína de soja, aromas, estabilizantes (E451, E407), antioxidantes (E331, E316), conservador (E250). Puede contener trazas de proteínas de la leche.
8410843137832;Jamón cocido extra sabor ahumado;Dia;c;4;E250;Nitrito sódico;alto;Jamón de cerdo (85%), agua, sal, lactosa, aromas, aroma de humo, estabilizantes (E407, E420), antioxidantes (E316, E331), conservador (E250). Puede contener trazas de proteína de leche y soja.
